"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC201212CTt1","12/12/2020","Tursiops truncatus","Sicilia","Trapani","Mazara del Vallo","ND","200","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","37.593","12.638"
"CSC201130CSc1","30/11/2020","Stenella coeruleoalba","Sicilia","Catania","Catania","M","200","","","Morto","No","Guardia Costiera","Dario Garofalo","Associazione","37.47194","15.08528"
"CSC201122CTt1","22/11/2020","Tursiops truncatus","Emilia Romagna","Rimini","Rimini","ND","160","","","Morto","No","Guardia Costiera","Fondazione cetacea","Centro di Recupero","44.0276","12.6275"
"CSC201121CTt2","21/11/2020","Tursiops truncatus","Abruzzo","Chieti","Torino di Sangro","F","286","","","Morto","ND","Guardia Costiera","Pietro Di Taranto","CSC/ASL","42.22625","14.55839"
"CSC201121CTt4","21/11/2020","Tursiops truncatus","Marche","Fermo","Porto San Giorgio","ND","160","","","Morto","No","Guardia Costiera","Fondazione cetacea","Centro di Recupero","43.1825","13.7991"
"CSC201121CTt3","21/11/2020","Tursiops truncatus","Emilia Romagna","Ravenna","Ravenna","F","170","","","Morto","No","Guardia Costiera","Fondazione cetacea","Centro di Recupero","44.501","12.284"
"CSC201121CTt1","21/11/2020","Tursiops truncatus","Abruzzo","Pescara","Montesilvano","M","310","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.49414","14.18583"
"CSC201115CTt1","15/11/2020","Tursiops truncatus","Marche","Ancona","Ancona","ND","250","","","Morto","No","Guardia Costiera","Fondazione cetacea","Centro di Recupero","43.36","13.28"
"CSC201114CDd1","14/11/2020","Delphinus delphis","Sicilia","Trapani","Mazara del Vallo","F","200","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","37.61","12.61"
"CSC201113CTt1","13/11/2020","Tursiops truncatus","Lazio","Latina","Terracina","ND","150","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","41.28444","13.234"
"CSC201112CTt1","12/11/2020","Tursiops truncatus","Marche","Ancona","Ancona","ND","250","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","43.6115","13.48129"
"CSC201027CTt1","27/10/2020","Tursiops truncatus","Puglia","Foggia","Manfredonia","ND","190","","","Morto","Si","Guardia Costiera","Abbenante Alberto","ASL","41.3738","15.5437"
"CSC201022CBp1","22/10/2020","Balaenoptera physalus","Abruzzo","Chieti","Ortona","ND","110","","","Vivo","ND","Guardia Costiera","Antonio Florio","Guardia Costiera","42.34444","14.44166"
"CSC201015CTt1","15/10/2020","Tursiops truncatus","Lazio","Roma","Civitavecchia","M","85","","","Morto","ND","Privato cittadino","Fredy Uriel Quezada","ASL","42.08861","11.78583"
"CSC201009CTt1","09/10/2020","Tursiops truncatus","Abruzzo","Chieti","Vasto","M","167","","","Morto","ND","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.08582","14.74281"
"CSC201008CSc1","08/10/2020","Stenella coeruleoalba","Lazio","Roma","Anzio","ND","98","","","Morto","ND","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.53339","12.55353"
"CSC200926CTt1","26/09/2020","Tursiops truncatus","Lazio","Roma","Santa Marinella","M","230","","","Morto","ND","Aeronautica Militare","Fabrizio Menzione","ASL","41.99229","12.00404"
"CSC200912CGg1","12/09/2020","Grampus griseus","Lazio","Roma","Fiumicino","ND","130","","","Morto","ND","Privato cittadino","Lino Serra","Guardia Costiera","41.84273","12.19742"
"CSC200817CTt1","17/08/2020","Tursiops truncatus","Abruzzo","Teramo","Silvi","M","213","","","Morto","ND","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.56005","14.11285"
"CSC200720CSc1","20/07/2020","Stenella coeruleoalba","Lazio","Roma","Anzio","ND","197","","","Morto","ND","Privato cittadino","Luigi De Gregorio","ASL","41.48689","12.58897"
"CSC200718CTt1","18/07/2020","Tursiops truncatus","Molise","Campobasso","Campomarino","F","115","","","Morto","ND","Privato cittadino","Gianluca Barbuto","Centro Studi Cetacei","41.96654","15.04565"
"CSC200714CTt1","14/07/2020","Tursiops truncatus","Abruzzo","Teramo","Giulianova","M","201","","","Morto","ND","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.78112","13.95562"
"CSC200712CSc1","12/07/2020","Stenella coeruleoalba","Lazio","Latina","Latina","ND","0.0","","","Morto","ND","Privato cittadino","Maria L. Ferdinandi","ASL","41.40532","12.87202"
"CSC200711CSc1","11/07/2020","Stenella coeruleoalba","Lazio","Roma","Nettuno","ND","198","","","Morto","ND","Privato cittadino","Luigi De Gregorio","ASL","41.45401","12.67782"
"CSC200708CSc1","08/07/2020","Stenella coeruleoalba","Lazio","Latina","San Felice Circeo","M","195","","","Morto","ND","Privato cittadino","Benito Guglietta","ASL","41.23423","13.10056"
"CSC200708CTt1","08/07/2020","Tursiops truncatus","Abruzzo","Chieti","Ortona","F","133","","","Morto","Si","Guardia Costiera","William Di Nardo","CSC/ASL","42.3942","14.34209"
"CSC200707CTt2","07/07/2020","Tursiops truncatus","Abruzzo","Chieti","Ortona","F","247","","","Morto","No","Guardia Costiera","William Di Nardo","CSC/ASL","42.31275","14.44065"
"CSC200707CTt1","07/07/2020","Tursiops truncatus","Molise","Campobasso","Petacciato","ND","","","","Morto","ND","Guardia Costiera","Gianluca Barbuto","Centro Studi Cetacei","42.02156","14.89966"
"CSC200702CSc1","02/07/2020","Stenella coeruleoalba","Lazio","Roma","Ardea","ND","198","","","Morto","ND","Privato cittadino","Luigi De Gregorio","ASL","41.53841","12.54854"
"CSC200701CSc1","01/07/2020","Stenella coeruleoalba","Lazio","Roma","Fiumicino","ND","0.0","","","Morto","ND","Guardia Costiera","Lino Serra","Guardia Costiera","41.9202","12.1345"
"CSC200629CSc1","29/06/2020","Stenella coeruleoalba","Lazio","Roma","Fiumicino","ND","167","","","Morto","ND","Privato cittadino","Mario Casale","Guardia Costiera","41.81278","12.21181"
"CSC200628CSc1","28/06/2020","Stenella coeruleoalba","Lazio","Roma","Fiumicino","ND","190","","","Morto","ND","Privato cittadino","Augusto Di Mario","Guardia Costiera","41.81503","12.21047"
"CSC200607CTt1","07/06/2020","Tursiops truncatus","Abruzzo","Chieti","Fossacesia","M","125","","","Morto","No","Guardia Costiera","Gabriella Ruffini","ASL","42.2367","14.54127"
"CSC200528CSc1","28/05/2020","Stenella coeruleoalba","Abruzzo","Teramo","Pineto","F","187","","","Morto","ND","Privato cittadino","Claudia Borgatti","Centro Studi Cetacei","42.61767","14.06233"
"CSC200527CSc1","27/05/2020","Stenella coeruleoalba","Sicilia","Catania","Catania","M","184","","","Morto","ND","Privato cittadino","Stefano Floridia","Associazione","37.44694","15.08694"
"CSC200514CSc2","14/05/2020","Stenella coeruleoalba","Sicilia","Catania","Catania","M","220","","","Morto","ND","Privato cittadino","Alessandra Raffa","Associazione","37.41796","15.09036"
"CSC200514CSc1","14/05/2020","Stenella coeruleoalba","Abruzzo","Chieti","Vasto","F","180","","","Morto","ND","Privato cittadino","Pietro Di Taranto","CSC/ASL","42.18287","14.67265"
"CSC200511CTt1","11/05/2020","Tursiops truncatus","Emilia Romagna","Ravenna","Ravenna","M","130","","","Morto","ND","Guardia Costiera","anonimo","Guardia Costiera","44.457","12.291"
"CSC200511CTt2","11/05/2020","Tursiops truncatus","Emilia Romagna","Ravenna","Ravenna","ND","120","","","Morto","ND","Guardia Costiera","anonimo","Centro di Recupero","44.309","12.346"
"CSC200508CSc1","08/05/2020","Stenella coeruleoalba","Molise","Campobasso","Petacciato","F","196","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.02143","14.89961"
"CSC200505CTt1","05/05/2020","Tursiops truncatus","Abruzzo","Chieti","Vasto","M","240","","","Morto","ND","Guardia Costiera","Fabrizio Di Fonzo","CSC/ASL","42.08019","14.75395"
"CSC200503CSc1","03/05/2020","Stenella coeruleoalba","Lazio","Roma","Nettuno","ND","174","","","Morto","ND","Privato cittadino","Luigi De Gregorio","ASL","41.45269","12.64355"
"CSC200429CBa1","29/04/2020","Balaenoptera acutorostrata","Lazio","Roma","Fiumicino","F","250","","","Morto","ND","Privato cittadino","Lino Serra","Guardia Costiera","41.85944","12.18694"
"CSC200424CSc1","24/04/2020","Stenella coeruleoalba","Molise","Campobasso","Termoli","F","182","","","Morto","No","Privato cittadino","Chiara Profico","Centro Studi Cetacei","41.99441","15.00157"
"CSC200421CTt1","21/04/2020","Tursiops truncatus","Marche","Fermo","Porto Sant'Elpidio","F","210","","","Morto","Si","Guardia Costiera","Settecasi Daniela","ASUR","43.25268","13.76573"
"CSC200330CTt1","30/03/2020","Tursiops truncatus","Molise","Campobasso","Termoli","M","230","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.0085","14.96613"
"CSC200318CSc1","18/03/2020","Stenella coeruleoalba","Lazio","Roma","Nettuno","ND","140","","","Morto","ND","Privato cittadino","Luigi De Gregorio","ASL","41.45446","12.64899"
"CSC200309CTt1","09/03/2020","Tursiops truncatus","Abruzzo","Teramo","Silvi","M","246","","","Morto","ND","Guardia Costiera","Alfonso Chiariello","Centro Studi Cetacei","42.56854","14.10417"
"CSC200307CSc1","07/03/2020","Stenella coeruleoalba","Lazio","Roma","Roma","ND","100","","","Morto","ND","Polizia di Stato","Valerio Manfrini","Centro Studi Cetacei","41.67312","12.39176"
"CSC200302CTt1","02/03/2020","Tursiops truncatus","Lazio","Roma","Fiumicino","F","166","","","Morto","Si","Privato cittadino","Gianfranco Di Caterina","Guardia Costiera","41.89866","12.15788"
"CSC200227CSc1","27/02/2020","Stenella coeruleoalba","Lazio","Viterbo","Tarquinia","F","158","","","Morto","ND","Privato cittadino","Vincenzo Presciutti","ASL","42.23158","11.69795"
"CSC200213CTt1","13/02/2020","Tursiops truncatus","Lazio","Latina","Sabaudia","F","305","","","Morto","No","Privato cittadino","Ester Del Bove","Parco Naturale","41.30028","13.00826"
"CSC200126CTt1","26/01/2020","Tursiops truncatus","Abruzzo","Chieti","Torino di Sangro","F","270","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","CSC/IZSAM","42.20357","14.55353"
"CSC200119CSc1","19/01/2020","Stenella coeruleoalba","Lazio","Roma","Pomezia","ND","160","","","Vivo","No","Privato cittadino","Personale","Guardia Costiera","41.59787","12.48609"
"CSC191231CTt1","31/12/2019","Tursiops truncatus","Molise","Campobasso","Campomarino","F","169","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","41.95405","15.06233"
"CSC191222CSc1","22/12/2019","Stenella coeruleoalba","Lazio","Roma","Santa Marinella","M","220","","","Morto","ND","Privato cittadino","Personale","Ambito Rete Tarta Lazio","42.02664","11.93917"
"CSC191209CSc1","09/12/2019","Stenella coeruleoalba","Lazio","Latina","San Felice Circeo","ND","150","","","Morto","No","Guardia Costiera","Benito Guglietta","ASL","41.25916","13.13652"
"CSC191209CTt1","09/12/2019","Tursiops truncatus","Lazio","Roma","Roma","F","182","","","Morto","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.70779","12.32852"
"CSC191129CSc1","29/11/2019","Stenella coeruleoalba","Lazio","Roma","Ardea","M","176","","","Morto","Si","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.5853","12.4995"
"CSC191128CTt1","28/11/2019","Tursiops truncatus","Lazio","Latina","Latina","ND","200","","","Morto","No","Privato cittadino","Anna Gioia","ASL","41.41497","12.82381"
"CSC191123CSc1","23/11/2019","Stenella coeruleoalba","Lazio","Latina","Latina","ND","0","","","Morto","ND","Privato cittadino","Cristian Carcasole","ASL","41.38565","12.91277"
"CSC191118CSc1","18/11/2019","Stenella coeruleoalba","Abruzzo","Teramo","Pineto","F","185","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.60681","14.07085"
"CSC191110CTt1","10/11/2019","Tursiops truncatus","Abruzzo","Teramo","Silvi","F","254","","","Morto","Si","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.55594","14.11557"
"CSC191025CTt1","25/10/2019","Tursiops truncatus","Lazio","Viterbo","Tarquinia","M","250","","","Morto","ND","Privato cittadino","Agostino Pace","Guardia Costiera","42.20055","11.71305"
"CSC191023CND1","23/10/2019","Indeterminato","Lazio","Viterbo","Tarquinia","ND","250","","","Morto","ND","Motopeschereccio","Personale","Guardia Costiera","42.0722","11.4511"
"CSC191016CTt1","16/10/2019","Tursiops truncatus","Marche","Ancona","Falconara Marittima","F","320","","","Morto","No","Privato cittadino","Passaretti","Centro Studi Cetacei","43.6327","13.39333"
"CSC191006CSc1","06/10/2019","Stenella coeruleoalba","Abruzzo","Pescara","Pescara","M","180","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.18319","14.67139"
"CSC191005CTt1","05/10/2019","Tursiops truncatus","Lazio","Roma","Anzio","ND","260","","","Morto","ND","Privato cittadino","Luigi De Gregorio","ASL","41.4978","12.58326"
"CSC190928CTt1","28/09/2019","Tursiops truncatus","Abruzzo","Teramo","Roseto degli Abruzzi","ND","180","","","Morto","ND","Guardia Costiera","Vincenzo Perretti","ASL","42.67738","14.01838"
"CSC190921CTt1","21/09/2019","Tursiops truncatus","Molise","Campobasso","Campomarino","M","291","","","Morto","ND","Guardia Costiera","Ludovica Di Renzo","CSC/IZSAM","41.93705","15.0922"
"CSC190917CTt1","17/09/2019","Tursiops truncatus","Lazio","Roma","Fiumicino","F","170","","","Morto","ND","Privato cittadino","Lino Serra","Guardia Costiera","41.89805","12.15833"
"CSC190915CTt1","15/09/2019","Tursiops truncatus","Abruzzo","Chieti","Ortona","F","275","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.41667","14.38334"
"CSC190910CTt1","10/09/2019","Tursiops truncatus","Lazio","Roma","Fiumicino","F","187","","","Morto","No","Privato cittadino","Personale","Guardia Costiera","41.82576","12.20653"
"CSC190828CTt1","28/08/2019","Tursiops truncatus","Abruzzo","Chieti","Vasto","F","270","","","Morto","Si","Guardia Costiera","Pietro Di Taranto","CSC/ASL","42.11776","14.72044"
"CSC190819CTt2","19/08/2019","Tursiops truncatus","Lazio","Roma","Roma","M","217","","","Morto","No","Privato cittadino","Cristiano Cocumelli","Istituto Zooprofilattico","41.73628","12.25151"
"CSC190819CTt1","19/08/2019","Tursiops truncatus","Lazio","Roma","Roma","M","300","","","Morto","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.73866","12.23583"
"CSC190815CTt1","15/08/2019","Tursiops truncatus","Abruzzo","Chieti","Ortona","F","230","","","Morto","ND","Guardia Costiera","Enzo Di Pretoro","CSC/ASL","42.38787","14.35494"
"CSC190810CTt1","10/08/2019","Tursiops truncatus","Abruzzo","Pescara","Pescara","F","266","","","Morto","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.53628","14.32549"
"CSC190809CSc1","09/08/2019","Stenella coeruleoalba","Lazio","Roma","Santa Marinella","M","100","","","Morto","No","Privato cittadino","Simone Lemme","Istituto Zooprofilattico","42.03149","11.85243"
"CSC190807CTt1","07/08/2019","Tursiops truncatus","Lazio","Roma","Santa Marinella","M","210","","","Morto","No","Privato cittadino","Filippo Cigliano","Guardia Costiera","42.0295","11.83659"
"CSC190724CND1","24/07/2019","Indeterminato","Marche","Ancona","Ancona","ND","130","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.62","13.423"
"CSC190722CSc1","22/07/2019","Stenella coeruleoalba","Campania","Salerno","Casal Velino","ND","120","","","Morto","No","Privato cittadino","anonimo","Guardia Costiera","40.177","15.1172"
"CSC190714CTt1","14/07/2019","Tursiops truncatus","Molise","Campobasso","Termoli","F","133","","","Morto","Si","Guardia Costiera","Shadia Berjaoui","Centro Studi Cetacei","42.00668","14.97944"
"CSC190625CPm1","25/06/2019","Physeter macrocephalus","Lazio","Roma","Anzio","ND","1200","","","Morto","ND","Privato cittadino","Personale","Guardia Costiera","40.97944","11.92"
"CSC190619CPm2","19/06/2019","Physeter macrocephalus","Lazio","Latina","Ponza","ND","400","","","Morto","Si","Marevivo","Fabio Odorico","Guardia Costiera","40.88555","12.66861"
"CSC190619CPm1","19/06/2019","Physeter macrocephalus","Lazio","Latina","Ponza","F","1000","","","Morto","Si","Marevivo","Fabio Odorico","Guardia Costiera","40.88555","12.66861"
"CSC190613CND1","13/06/2019","Indeterminato","Lazio","Latina","Terracina","ND","200","","","Morto","ND","Privato cittadino","Consalvo A.","ASL","41.28245","13.26082"
"CSC190610CPm1","10/06/2019","Physeter macrocephalus","Lazio","Roma","Roma","F","512","","","Morto","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.70158","12.34157"
"CSC190601CTt1","01/06/2019","Tursiops truncatus","Emilia Romagna","Ravenna","Ravenna","F","232","","","Morto","No","Privato cittadino","Segati Sara","Centro di Recupero","44.4772","12.28683"
"CSC190525CTt1","25/05/2019","Tursiops truncatus","Marche","Fermo","Pedaso","M","270","","","Morto","Si","Privato cittadino","Pina De Curtis","ASUR","43.09194","13.84583"
"CSC190516CND1","16/05/2019","Indeterminato","Lazio","Latina","San Felice Circeo","ND","150","","","Morto","ND","Privato cittadino","Cristina Forgione","ASL","41.23027","13.09666"
"CSC190426CTt1","26/04/2019","Tursiops truncatus","Abruzzo","Chieti","San Salvo","F","91","","","Morto","No","Guardia Costiera","Pietro Di Taranto","CSC/ASL","42.07433","14.76704"
"CSC190325CTt1","25/03/2019","Tursiops truncatus","Lazio","Latina","Latina","ND","0","","","Morto","ND","Privato cittadino","Dott. Fornaro","ASL","41.4146","12.84183"
"CSC190317CGm1","17/03/2019","Globicephala melas","Calabria","Vibo Valentia","Ricadi","F","403","","","Morto","No","Privato cittadino","Cristelli Chiarina","ASUR","38.66289","15.85548"
"CSC190306CSc1","06/03/2019","Stenella coeruleoalba","Toscana","Livorno","Marciana Marina","M","250","","","Morto","No","Privato cittadino","Mancusi","ASUR","42.80778","10.17917"
"CSC190227CSc1","27/02/2019","Stenella coeruleoalba","Calabria","Cosenza","Rossano","M","130","","","Morto","No","Privato cittadino","Agostino Sapia","ASL","39.62167","16.61889"
"CSC190224CTt1","24/02/2019","Tursiops truncatus","Molise","Campobasso","Montenero di Bisaccia","F","250","","","Morto","Si","Guardia Costiera","Vincenzo Gallo","Centro Studi Cetacei","42.05213","14.81491"
"CSC190213CSc1","13/02/2019","Stenella coeruleoalba","Molise","Campobasso","Termoli","F","198","","","Morto","ND","Guardia Costiera","Ludovica Di Renzo","CSC/IZSAM","42.017275","14.919043"
"CSC190210CSc1","10/02/2019","Stenella coeruleoalba","Lazio","Roma","Ardea","F","184","","","Morto","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.58284","12.50203"
"CSC190207CGm1","07/02/2019","Globicephala melas","Sardegna","Carbonia-Iglesias","Calasetta","F","195","","","Morto","ND","Privato cittadino","anonimo","ASUR","39.10279","8.39878"
"CSC190206CPm1","06/02/2019","Physeter macrocephalus","Lazio","Latina","Ponza","ND","1000","","","Morto","Si","Privato cittadino","Personale","Guardia Costiera","40.95888","12.86833"
"CSC190119CBp1","19/01/2019","Balaenoptera physalus","Lazio","Roma","Civitavecchia","F","500","","","Morto","Si","Motopeschereccio","Paolo Cameo","ASL","42.08527","11.79138"
"CSC190117CSc1","17/01/2019","Stenella coeruleoalba","Lazio","Roma","Ardea","F","189","","","Morto","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.55149","12.53562"
"CSC190114CSc1","14/01/2019","Stenella coeruleoalba","Sicilia","Trapani","Mazara del Vallo","ND","120","IT0096ZS","","Morto","ND","Privato cittadino","anonimo","Istituto Zooprofilattico","37.66139","12.56333"
"CSC190109CSc1","09/01/2019","Stenella coeruleoalba","Calabria","Vibo Valentia","Nicotera","M","182","","","Morto","ND","Privato cittadino","Cocciolo Domenico","Istituto Zooprofilattico","38.545","15.93111"
"CSC190108CTt1","08/01/2019","Tursiops truncatus","Abruzzo","Chieti","Vasto","ND","180","","","Morto","ND","Guardia Costiera","Pietro Di Taranto","CSC/ASL","42.12435","14.7223"
"CSC190103CSc1","03/01/2019","Stenella coeruleoalba","Liguria","Savona","Alassio","M","187","","","Morto","ND","Privato cittadino","anonimo","Istituto Zooprofilattico","44.03194","8.20417"
"CSC181222CTt1","22/12/2018","Tursiops truncatus","Abruzzo","Chieti","Vasto","M","250","","","Morto","ND","Guardia Costiera","Pietro Di Taranto","CSC/ASL","42.13559","14.71843"
"CSC181221CSc1","21/12/2018","Stenella coeruleoalba","Calabria","Vibo Valentia","Pizzo","M","100","","","Morto","Si","Privato cittadino","Lucifora Giuseppe","Istituto Zooprofilattico","38.73745","16.16096"
"CSC181201CSc1","01/12/2018","Stenella coeruleoalba","Lazio","Roma","Anzio","M","205","","","Vivo","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.52305","12.56206"
"CSC181128CSc1","28/11/2018","Stenella coeruleoalba","Calabria","Vibo Valentia","Pizzo","F","175","","","Morto","ND","Privato cittadino","Cocciolo Domenico","ASUR","38.74333","16.17611"
"CSC181110CND1","10/11/2018","Indeterminato","Lazio","Viterbo","Montalto di Castro","ND","145","","","Morto","ND","Privato cittadino","Vincenzo Presciutti","ASL","42.37042","11.47226"
"CSC181107CTt1","07/11/2018","Tursiops truncatus","Lazio","Latina","Terracina","M","0","","","Morto","ND","Privato cittadino","Benito Guglietta","ASL","41.26602","13.14945"
"CSC181030CSc1","30/10/2018","Stenella coeruleoalba","Lazio","Roma","Roma","M","177","","","Morto","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.71814","12.30498"
"CSC181014CTt1","14/10/2018","Tursiops truncatus","Lazio","Latina","San Felice Circeo","ND","170","","","Morto","ND","Privato cittadino","Benito Guglietta","ASL","41.25809","13.13469"
"CSC181001CTt1","01/10/2018","Tursiops truncatus","Molise","Campobasso","Petacciato","M","234","","","Morto","No","Guardia Costiera","Ludovica Di Renzo","CSC/IZSAM","42.02249","14.89565"
"CSC180921CSc1","21/09/2018","Stenella coeruleoalba","Lazio","Roma","Anzio","F","181","","","Morto","ND","Privato cittadino","Luigi De Gregorio","ASL","41.52297","12.56258"
"CSC180914CSc1","14/09/2018","Stenella coeruleoalba","Lazio","Roma","Civitavecchia","F","150","","","Morto","ND","Polizia di Stato","Fredy Uriel Quezada","ASL","42.07068","11.80838"
"CSC180912CSc1","12/09/2018","Stenella coeruleoalba","Lazio","Roma","Fiumicino","ND","0","","","Morto","ND","Guardia Costiera","Lino Serra","Guardia Costiera","41.89505","12.16069"
"CSC180820CTt1","20/08/2018","Tursiops truncatus","Abruzzo","Teramo","Pineto","F","233","","","Morto","No","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.60432","14.07306"
"CSC180806CTt1","06/08/2018","Tursiops truncatus","Molise","Campobasso","Termoli","F","270","","","Morto","No","Guardia Costiera","Vincenzo Gallo","Centro Studi Cetacei","42.01345","14.94161"
"CSC180730CTt1","30/07/2018","Tursiops truncatus","Abruzzo","Teramo","Silvi","F","272","","","Morto","Si","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.56997","14.10309"
"CSC180728CTt1","28/07/2018","Tursiops truncatus","Molise","Campobasso","Campomarino","M","300","","","Morto","Si","Guardia Costiera","Shadia Berjaoui","Centro Studi Cetacei","41.93058","15.11935"
"CSC180728CTt2","28/07/2018","Tursiops truncatus","Abruzzo","Teramo","Roseto degli Abruzzi","M","254","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","CSC/IZSAM","42.65726","14.03711"
"CSC180707CTt1","07/07/2018","Tursiops truncatus","Marche","Pesaro e Urbino","Fano","M","275","","","Morto","No","Privato cittadino","anonimo","ASUR","43.85917","12.99694"
"CSC180627CTt1","27/06/2018","Tursiops truncatus","Abruzzo","Chieti","Casalbordino","M","250","","","Morto","No","Guardia Costiera","Pietro Di Taranto","CSC/ASL","42.19638","14.62786"
"CSC180623CTt1","23/06/2018","Tursiops truncatus","Abruzzo","Teramo","Silvi","M","275","","","Morto","No","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.55777","14.11472"
"CSC180618CTt1","18/06/2018","Tursiops truncatus","Abruzzo","Pescara","Montesilvano","M","320","","","Morto","Si","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.50122","14.17888"
"CSC180618CTt2","18/06/2018","Tursiops truncatus","Marche","Ancona","Senigallia","ND","230","","","Morto","ND","Privato cittadino","Guidoni Giorgio","ASUR","43.73556","13.195"
"CSC180616CTt1","16/06/2018","Tursiops truncatus","Marche","Pesaro e Urbino","Mondolfo","ND","130","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.76139","13.15361"
"CSC180531CTt1","31/05/2018","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","M","300","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.6325","12.27167"
"CSC180524CTt1","24/05/2018","Tursiops truncatus","Marche","Ancona","Senigallia","M","200","","","Morto","ND","Privato cittadino","Guidoni Giorgio","ASUR","43.72389","13.22111"
"CSC180521CTt1","21/05/2018","Tursiops truncatus","Marche","Pesaro e Urbino","Pesaro","ND","260","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","43.91778","12.915"
"CSC180512CTt1","12/05/2018","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","ND","256","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.81417","12.28611"
"CSC180425CTt1","25/04/2018","Tursiops truncatus","Abruzzo","Teramo","Roseto degli Abruzzi","F","268","","","Morto","No","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.67535","14.02056"
"CSC180423CTt1","23/04/2018","Tursiops truncatus","Lazio","Roma","Nettuno","F","270","","","Morto","ND","Esercito","Antonio Fuoco","Esercito","41.4483","12.69857"
"CSC180412CTt1","12/04/2018","Tursiops truncatus","Abruzzo","Pescara","Montesilvano","M","280","","","Morto","Si","Guardia Costiera","Giulia Mariani","Centro Studi Cetacei","42.49577","14.18268"
"CSC180410CTt1","10/04/2018","Tursiops truncatus","Lazio","Latina","Latina","M","228","","","Morto","ND","Privato cittadino","Dott.ssa Ronconi","ASL","41.41408","12.84515"
"CSC180401CPm1","01/04/2018","Physeter macrocephalus","Calabria","Cosenza","San Lucido","M","1200","","","Morto","ND","Privato cittadino","Giorgio Kruklidis","ASL","39.29028","16.05306"
"CSC180317CGm1","17/03/2018","Globicephala melas","Sardegna","Olbia-Tempio","Aglientu","F","350","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","41.13333","9.10472"
"CSC180312CSc1","12/03/2018","Stenella coeruleoalba","Lazio","Roma","Roma","ND","170","","","Morto","ND","Privato cittadino","Alfonso Formisano","Guardia Costiera","41.73819","12.24512"
"CSC180226CTt1","26/02/2018","Tursiops truncatus","Emilia Romagna","Ravenna","Cervia","M","250","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.23944","12.37389"
"CSC180204CSc2","04/02/2018","Stenella coeruleoalba","Lazio","Roma","Fiumicino","ND","128","","","Morto","ND","Guardia Costiera","Lino Serra","Guardia Costiera","41.89751","12.15864"
"CSC180204CSc3","04/02/2018","Stenella coeruleoalba","Lazio","Latina","Minturno","ND","150","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","41.25064","13.69486"
"CSC180204CSc4","04/02/2018","Stenella coeruleoalba","Campania","Salerno","Capaccio","ND","100","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","40.45278","14.96361"
