"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC180512TCc2","12/05/2018","Caretta caretta","Lazio","Roma","Anzio","ND","63","","","Morto","Si","Privato cittadino","Luigi De Gregorio","Ambito Rete Tarta Lazio","41.2701","12.4005"
"CSC180508TCc1","08/05/2018","Caretta caretta","Lazio","Latina","San Felice Circeo","ND","70","","","Morto","ND","Privato cittadino","Benito Guglietta","Ambito Rete Tarta Lazio","41.25342","13.12636"
"CSC180505TCc1","05/05/2018","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","66","","","Morto","ND","Privato cittadino","Falaschetti Giuliano","ASL","42.95056","13.88861"
"CSC180504TCc1","04/05/2018","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","100","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.27306","12.35611"
"CSC180503TCc1","03/05/2018","Caretta caretta","Calabria","Cosenza","Trebisacce","F","50","","","Morto","ND","Privato cittadino","Alessandro Citino","ASL","39.86889","16.53667"
"CSC180428TCc1","28/04/2018","Caretta caretta","Calabria","Cosenza","Trebisacce","F","70","","","Morto","ND","Privato cittadino","Alessandro Citino","ASL","39.85417","16.525"
"CSC180426TCc1","26/04/2018","Caretta caretta","Lazio","Roma","Pomezia","ND","34.5","","","Morto","Si","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.65194","12.42164"
"CSC180424TCc1","24/04/2018","Caretta caretta","Calabria","Catanzaro","Falerna","F","60","","","Morto","ND","Privato cittadino","Costanzo Mario","ASL","39.00361","16.12333"
"CSC180419TCc1","19/04/2018","Caretta caretta","Puglia","Lecce","Melendugno","F","75","","","Vivo","ND","Motopeschereccio","anonimo","Centro di Recupero","40.30861","18.39861"
"CSC180417TCc1","17/04/2018","Caretta caretta","Calabria","Catanzaro","Falerna","F","50","","","Morto","ND","Privato cittadino","Morabito Giorgio","ASL","38.97092","16.14697"
"CSC180415TCc1","15/04/2018","Caretta caretta","Lazio","Roma","Fiumicino","ND","36","","","Morto","No","Privato cittadino","Manuel Marin","Ambito Rete Tarta Lazio","41.80278","12.21452"
"CSC180411TCc1","11/04/2018","Caretta caretta","Marche","Pesaro e Urbino","Fano","ND","37","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.77472","13.13194"
"CSC180410TCc2","10/04/2018","Caretta caretta","Lazio","Latina","Minturno","ND","68","","","Morto","Si","Privato cittadino","Michele Pellegrino","Ambito Rete Tarta Lazio","41.24979","13.71744"
"CSC180410TCc3","10/04/2018","Caretta caretta","Lazio","Latina","Gaeta","ND","71","","","Morto","ND","Privato cittadino","Personale GC","Ambito Rete Tarta Lazio","41.23777","13.48465"
"CSC180410TCc1","10/04/2018","Caretta caretta","Lazio","Roma","Pomezia","ND","51","","","Morto","ND","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.59767","12.48661"
"CSC180408TCc1","08/04/2018","Caretta caretta","Lazio","Roma","Roma","ND","80","","","Morto","ND","Guardia Costiera","Alfonso Formisano","Guardia Costiera","41.67532","12.3885"
"CSC180407TCc1","07/04/2018","Caretta caretta","Lazio","Roma","Roma","ND","50","","","Morto","Si","Guardia Costiera","Personale GC","Ambito Rete Tarta Lazio","41.7362","12.25538"
"CSC180407TCc2","07/04/2018","Caretta caretta","Calabria","Cosenza","Fuscaldo","F","50","","","Vivo","ND","Privato cittadino","Giorgio Kruklidis","ASL","39.385","16.02028"
"CSC180404TCc1","04/04/2018","Caretta caretta","Calabria","Vibo Valentia","Vibo Valentia","F","57","","","Morto","ND","Privato cittadino","Cocciolo Domenico","ASL","38.71819","16.11912"
"CSC180319TCc1","19/03/2018","Caretta caretta","Lazio","Roma","Roma","ND","9.9","","","Vivo","No","Guardia Costiera","Personale","Ambito Rete Tarta Lazio","41.6612","12.40833"
"CSC180314TCc1","14/03/2018","Caretta caretta","Lazio","Roma","Fiumicino","ND","50","","","Morto","ND","Privato cittadino","Alfredo Iermano","Ambito Rete Tarta Lazio","41.809","12.2135"
"CSC180313TCc1","13/03/2018","Caretta caretta","Lazio","Roma","Fiumicino","ND","60","","","Morto","Si","Privato cittadino","Lino Serra","Ambito Rete Tarta Lazio","41.86472","12.18388"
"CSC180301TCc1","01/03/2018","Caretta caretta","Abruzzo","Chieti","Ortona","F","65","","","Morto","ND","Guardia Costiera","William Di Nardo","CSC/ASL","42.39109","14.34857"
"CSC180228TCc1","28/02/2018","Caretta caretta","Marche","Fermo","Campofilone","ND","30","","","Morto","ND","Privato cittadino","Pina De Curtis","ASL","43.08","13.84667"
"CSC180226TCc1","26/02/2018","Caretta caretta","Abruzzo","Pescara","Pescara","ND","58","","","Morto","ND","Guardia Costiera","Marta Libraro","Centro Studi Cetacei","42.47572","14.21017"
"CSC180224TCc1","24/02/2018","Caretta caretta","Marche","Ancona","Falconara Marittima","ND","39","","","Morto","ND","Privato cittadino","G. Quaranta","CSC/ASL","43.62833","13.40361"
"CSC180224TCc2","24/02/2018","Caretta caretta","Calabria","Catanzaro","Gizzeria","ND","45","","","Morto","ND","Privato cittadino","Costanzo Mario","ASL","38.94972","16.15861"
"CSC180217TCc1","17/02/2018","Caretta caretta","Abruzzo","Chieti","Ortona","ND","75","","","Morto","ND","Guardia Costiera","William Di Nardo","CSC/ASL","42.36244","14.40124"
"CSC180215TCc1","15/02/2018","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","69","","","Morto","ND","Motopeschereccio","anonimo","Centro di Recupero","43.06833","14.175"
"CSC180209TCc1","09/02/2018","Caretta caretta","Calabria","Cosenza","Cetraro","ND","50","","","Morto","ND","Privato cittadino","Giorgio Kruklidis","ASUR","39.51727","15.93251"
"CSC180206TCc1","06/02/2018","Caretta caretta","Abruzzo","Pescara","Pescara","M","75","","CSCIT134","Vivo","ND","Motopeschereccio","Vincenzo Olivieri","Centro Studi Cetacei","42.5829","14.38772"
"CSC180205TCc1","05/02/2018","Caretta caretta","Calabria","Cosenza","Belvedere Marittimo","ND","70","","","Morto","ND","Privato cittadino","Elio Blevio","ASUR","39.66","15.83472"
"CSC180204TCc1","04/02/2018","Caretta caretta","Sicilia","Trapani","Castelvetrano","ND","7.5","","","Vivo","ND","Privato cittadino","anonimo","Centro di Recupero","37.58083","12.77917"
"CSC180127TCc1","27/01/2018","Caretta caretta","Calabria","Cosenza","Amantea","ND","31","","","Morto","ND","Privato cittadino","Santoro Salvatore","ASL","39.05639","16.09111"
"CSC180122TCc1","22/01/2018","Caretta caretta","Calabria","Cosenza","Belvedere Marittimo","ND","80","","","Morto","ND","Privato cittadino","Elio Blevio","ASL","39.60502","15.85613"
"CSC180120TCc1","20/01/2018","Caretta caretta","Campania","Napoli","Portici","ND","80","","","Morto","ND","Privato cittadino","Giufini Francesco","ASL","40.8112","14.33257"
"CSC180118TCc1","18/01/2018","Caretta caretta","Calabria","Vibo Valentia","Briatico","F","60","","","Morto","ND","Privato cittadino","Elio Blevio","ASL","38.71465","16.09169"
"CSC180109TCc1","09/01/2018","Caretta caretta","Sicilia","Trapani","Campobello di Mazara","ND","56","","","Morto","ND","Privato cittadino","Caracappa Santo","Istituto Zooprofilattico","37.57806","12.75917"
"CSC180108TCc2","08/01/2018","Caretta caretta","Calabria","Vibo Valentia","Briatico","M","80","","","Morto","ND","Privato cittadino","Cocciolo Domenico","ASL","38.72532","16.05232"
"CSC180108TCc1","08/01/2018","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","60","","","Morto","ND","Privato cittadino","Carbonari Enrico","ASUR","43.9225","12.89694"
"CSC171231TCc1","31/12/2017","Caretta caretta","Lazio","Roma","Roma","ND","60","","","Morto","ND","","Fabio Zurlo","","41.71883","12.30056"
"CSC171230TCc1","30/12/2017","Caretta caretta","Lazio","Roma","Fiumicino","ND","50","","","Morto","ND","Privato cittadino","Personale","Guardia Costiera","41.76264","12.22403"
"CSC171228TCc1","28/12/2017","Caretta caretta","Calabria","Cosenza","Cetraro","ND","42","","","Vivo","ND","Privato cittadino","Giorgio Kruklidis","ASL","39.51271","15.93621"
"CSC171219TCc1","19/12/2017","Caretta caretta","Calabria","Cosenza","Belvedere Marittimo","ND","70","","","Morto","ND","Privato cittadino","Elio Blevio","ASL","39.63039","15.8434"
"CSC171207TCc1","07/12/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","56","","CSCIT133","Vivo","ND","Motopeschereccio","Vincenzo Olivieri","Centro Studi Cetacei","42.73108","14.76755"
"CSC171205TCc1","05/12/2017","Caretta caretta","Marche","Ancona","Falconara Marittima","ND","52","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.64333","13.37083"
"CSC171203TCc2","03/12/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","70","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.27611","12.355"
"CSC171203TCc3","03/12/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","50","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.26849","12.35737"
"CSC171203TCc1","03/12/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","55","","","Morto","ND","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.4863","14.19607"
"CSC171124TCc1","24/11/2017","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","45","","","Vivo","ND","Motopeschereccio","Giuseppe Della Noce","Centro di Recupero","43.19333","14.38833"
"CSC171123TCc1","23/11/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","60","","CSCIT132","Vivo","ND","Guardia Costiera","Marta Libraro","Centro Studi Cetacei","42.50667","14.2941"
"CSC171122TCc1","22/11/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","64","","CSCIT130","Vivo","ND","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.53861","14.40795"
"CSC171122TCc2","22/11/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","56.8","","CSCIT131","Vivo","ND","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.53861","14.40795"
"CSC171121TCc1","21/11/2017","Caretta caretta","Abruzzo","Pescara","Pescara","M","65","","CSCIT129","Vivo","ND","Motopeschereccio","Martina De Cristofaro","Centro Studi Cetacei","42.53058","14.31104"
"CSC171121TCc2","21/11/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","65","","","Vivo","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.67574","12.24561"
"CSC171119TCc2","19/11/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","70","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.74361","12.24472"
"CSC171119TCc1","19/11/2017","Caretta caretta","Abruzzo","Chieti","Ortona","ND","72","","","Morto","ND","Guardia Costiera","Flavia Pagano","ASL","42.35892","14.40919"
"CSC171117TCc2","17/11/2017","Caretta caretta","Marche","Pesaro e Urbino","Mondolfo","ND","70","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.76781","13.14315"
"CSC171117TCc1","17/11/2017","Caretta caretta","Marche","Pesaro e Urbino","Fano","ND","54","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.77889","13.12528"
"CSC171116TCc1","16/11/2017","Caretta caretta","Marche","Ancona","Ancona","ND","95","","","Morto","ND","Privato cittadino","Alessio Tesei","ASUR","43.62568","13.5022"
"CSC171115TCc1","15/11/2017","Caretta caretta","Marche","Fermo","Porto San Giorgio","ND","65","","","Morto","ND","Privato cittadino","Patrizia Tirabasso","ASUR","43.18083","13.79944"
"CSC171114TCc1","14/11/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","100","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.4986","12.28649"
"CSC171114TCc3","14/11/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","90","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.29667","12.34861"
"CSC171114TCc4","14/11/2017","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","70","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.28833","12.35083"
"CSC171114TCc2","14/11/2017","Caretta caretta","Marche","Pesaro e Urbino","Mondolfo","ND","80","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.75806","13.15944"
"CSC171111TCc2","11/11/2017","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","70","","","Morto","ND","Privato cittadino","Campomori Pamela","ASUR","43.96617","12.77567"
"CSC171111TCc1","11/11/2017","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","ND","70","","","Morto","ND","Guardia Costiera","William Di Nardo","ASL","42.42896","14.27978"
"CSC171110TCc1","10/11/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","60","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.4627","12.28904"
"CSC171108TCc1","08/11/2017","Caretta caretta","Molise","Campobasso","Petacciato","ND","63.5","","","Morto","ND","Privato cittadino","Vincenzo Gallo","Centro Studi Cetacei","42.02258","14.89538"
"CSC171107TCc1","07/11/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","70","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.43861","12.29944"
"CSC171106TCc3","06/11/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","90","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.74244","12.24506"
"CSC171106TCc2","06/11/2017","Caretta caretta","Abruzzo","Chieti","Vasto","ND","59","","","Morto","ND","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.08498","14.74405"
"CSC171106TCc1","06/11/2017","Caretta caretta","Molise","Campobasso","Campomarino","ND","56.5","","","Morto","ND","Guardia Costiera","Vincenzo Gallo","Centro Studi Cetacei","41.96004","15.05818"
"CSC171104TCc1","04/11/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","40","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.66771","12.24961"
"CSC171028TCc1","28/10/2017","Caretta caretta","Abruzzo","Chieti","Ortona","ND","51","","","Morto","ND","Guardia Costiera","William Di Nardo","CSC/ASL","42.39794","14.33432"
"CSC171027TCc1","27/10/2017","Caretta caretta","Molise","Campobasso","Termoli","ND","55.5","","","Morto","ND","Privato cittadino","Vincenzo Gallo","Centro Studi Cetacei","42.00668","14.97865"
"CSC171027TCc2","27/10/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","48","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.65639","12.24361"
"CSC171026TCc1","26/10/2017","Caretta caretta","Molise","Campobasso","Termoli","ND","64","","","Morto","ND","Privato cittadino","Shadia Berjaoui","Centro Studi Cetacei","42.00865","14.96334"
"CSC171025TCc1","25/10/2017","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","M","55","","","Morto","ND","Guardia Costiera","William Di Nardo","CSC/ASL","42.42972","14.27888"
"CSC171024TCc1","24/10/2017","Caretta caretta","Abruzzo","Chieti","Casalbordino","M","80","","","Morto","ND","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.19192","14.64653"
"CSC171023TCc1","23/10/2017","Caretta caretta","Calabria","Cosenza","Rocca Imperiale","F","70","","","Morto","ND","Privato cittadino","Scutari Vincenzo","ASUR","40.09639","16.61972"
"CSC171022TCc1","22/10/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","60","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.6786","12.24416"
"CSC171020TCc1","20/10/2017","Caretta caretta","Liguria","Savona","Laigueglia","ND","52.5","","","Morto","ND","Guardia Costiera","Walter Mignone","Istituto Zooprofilattico","43.98283","8.15931"
"CSC171019TCc1","19/10/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","30","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.68278","12.24361"
"CSC171017TCc1","17/10/2017","Caretta caretta","Abruzzo","Teramo","Silvi","ND","52","","","Morto","ND","Guardia Costiera","Marta Libraro","Centro Studi Cetacei","42.54944","14.12361"
"CSC171016TCc1","16/10/2017","Caretta caretta","Abruzzo","Pescara","Montesilvano","ND","35","","","Morto","ND","Guardia Costiera","Sergio Guccione","Centro Studi Cetacei","42.49649","14.183"
"CSC171012TCc1","12/10/2017","Caretta caretta","Marche","Ancona","Ancona","ND","30","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.56194","13.59917"
"CSC171008TCc1","08/10/2017","Caretta caretta","Abruzzo","Teramo","Pineto","ND","43.5","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.58552","14.08972"
"CSC171002TCc1","02/10/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","93","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.66778","12.25111"
"CSC171002TCc2","02/10/2017","Caretta caretta","Marche","Ancona","Falconara Marittima","ND","42","","","Morto","ND","Privato cittadino","A. Lusso, G. Quaranta","Centro Studi Cetacei","43.64502","13.36648"
"CSC170927TCc1","27/09/2017","Caretta caretta","Puglia","Lecce","Vernole","ND","110","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","40.36889","18.32444"
"CSC170921TCc1","21/09/2017","Caretta caretta","Abruzzo","Teramo","Alba Adriatica","ND","46","","","Morto","ND","Guardia Costiera","Alfredo Di Domenicantonio","Centro Studi Cetacei","42.8377","13.93277"
"CSC170920TCc1","20/09/2017","Caretta caretta","Abruzzo","Pescara","Comune","ND","52.5","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.49201","14.18843"
"CSC170919TCc1","19/09/2017","Caretta caretta","Abruzzo","Teramo","Silvi","M","70.05","","","Morto","ND","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.54549","14.12799"
"CSC170917TCc1","17/09/2017","Caretta caretta","Abruzzo","Chieti","Vasto","ND","54","","","Morto","ND","Guardia Costiera","Roberto Valente","Centro Studi Cetacei","42.17854","14.68812"
"CSC170916TCc2","16/09/2017","Caretta caretta","Abruzzo","Chieti","Vasto","ND","35","","CSCIT128","Vivo","ND","Guardia Costiera","Martina De Cristofaro","Centro Studi Cetacei","42.27487","15.05814"
"CSC170916TCc1","16/09/2017","Caretta caretta","Abruzzo","Pescara","Città Sant'Angelo","ND","66","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.53054","14.14633"
"CSC170913TCc1","13/09/2017","Caretta caretta","Abruzzo","Teramo","Silvi","ND","62","","","Morto","ND","Guardia Costiera","Mario Petracca","Guardia Costiera","42.5475","14.12556"
"CSC170911TDc1","11/09/2017","Dermochelys coriacea","Liguria","Genova","Genova","F","129","","","Morto","ND","Guardia Costiera","Matteo Federico Sommer","Istituto Zooprofilattico","44.42682","8.74193"
"CSC170909TCc1","09/09/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","130","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.63667","12.26333"
"CSC170908TCc1","08/09/2017","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","35","","","Morto","ND","Privato cittadino","Della Noce Giuseppe","ASUR","42.90833","13.90806"
"CSC170907TCc1","07/09/2017","Caretta caretta","Friuli","Gorizia","Monfalcone","ND","35","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","45.77694","13.53222"
"CSC170831TCc1","31/08/2017","Caretta caretta","Lazio","Roma","Ardea","ND","64","","","Morto","ND","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.59059","12.49253"
"CSC170827TCc1","27/08/2017","Caretta caretta","Marche","Fermo","Porto San Giorgio","ND","25","","","Morto","ND","Privato cittadino","Pina De Curtis","ASUR","43.19583","13.7925"
"CSC170824TCc2","24/08/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","80","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.70944","12.2375"
"CSC170824TCc3","24/08/2017","Caretta caretta","Lazio","Latina","Sabaudia","ND","0","","","Morto","ND","Privato cittadino","Laura Brignola","ASL","41.37213","12.93526"
"CSC170824TCc1","24/08/2017","Caretta caretta","Lazio","Roma","Fiumicino","ND","53","","","Vivo","ND","Privato cittadino","Pasquale Di Raimondo","Guardia Costiera","41.73416","12.05"
"CSC170823TCc1","23/08/2017","Caretta caretta","Lazio","Roma","Ardea","F","66","","","Morto","ND","Guardia Costiera","Valerio Manfrini","Centro Studi Cetacei","41.535","12.485"
"CSC170822TCc2","22/08/2017","Caretta caretta","Abruzzo","Pescara","Pescara","ND","30","","","Morto","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.48745","14.19419"
"CSC170822TCc1","22/08/2017","Caretta caretta","Abruzzo","Teramo","Giulianova","ND","32","","","Morto","ND","Guardia Costiera","Angelo Cameli","ASL","42.76465","13.96436"
"CSC170821TCc2","21/08/2017","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","60","","","Morto","ND","Privato cittadino","Mengoni Franco","ASUR","43.91","12.92472"
"CSC170821TCc1","21/08/2017","Caretta caretta","Abruzzo","Chieti","Torino di Sangro","ND","41","","","Morto","ND","Guardia Costiera","Paolo Lemme","ASL","42.21528","14.58314"
"CSC170820TCc3","20/08/2017","Caretta caretta","Abruzzo","Teramo","Tortoreto","F","66","","","Morto","ND","Guardia Costiera","Gabriella Di Francesco","Istituto Zooprofilattico","42.80027","13.94568"
"CSC170820TCc2","20/08/2017","Caretta caretta","Abruzzo","Chieti","Ortona","ND","34","","","Morto","ND","Guardia Costiera","MARIA PATIERNO","CSC/ASL","42.39373","14.34275"
"CSC170817TCc1","17/08/2017","Caretta caretta","Marche","Ancona","Montemarciano","ND","30","","","Morto","ND","Privato cittadino","Giuseppe Ottaviani","ASUR","43.65583","13.33722"
"CSC170812TCc1","12/08/2017","Caretta caretta","Lazio","Roma","Pomezia","M","78","","","Morto","ND","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.61416","12.46833"
"CSC170811TCc1","11/08/2017","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","ND","65","","","Morto","ND","Guardia Costiera","MARIA PATIERNO","CSC/ASL","42.41033","14.31118"
"CSC170811TCc4","11/08/2017","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","60","","","Morto","ND","Privato cittadino","Giorgio Filipponi","ASUR","42.91333","13.90778"
"CSC170811TCc2","11/08/2017","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","ND","32","","","Morto","ND","Guardia Costiera","MARIA PATIERNO","CSC/ASL","42.42317","14.2885"
"CSC170811TCc3","11/08/2017","Caretta caretta","Abruzzo","Teramo","Alba Adriatica","ND","30","","","Morto","ND","Guardia Costiera","Alfredo Di Domenicantonio","Centro Studi Cetacei","42.8326","13.9344"
"CSC170810TCc1","10/08/2017","Caretta caretta","Abruzzo","Teramo","Pineto","ND","30","","","Morto","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.58806","14.08667"
"CSC170809TCc1","09/08/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","50","","","Vivo","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.66528","12.25111"
"CSC170808TCc2","08/08/2017","Caretta caretta","Abruzzo","Teramo","Alba Adriatica","ND","60","","","Morto","ND","Guardia Costiera","Giuseppe Capozzella","ASL","42.82278","13.93694"
"CSC170808TCc1","08/08/2017","Caretta caretta","Abruzzo","Chieti","Casalbordino","ND","38","","","Morto","ND","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.19295","14.64136"
"CSC170808TCc3","08/08/2017","Caretta caretta","Marche","Ascoli Piceno","Cupra Marittima","F","20","","","Morto","ND","Privato cittadino","Giorgio Filipponi","ASUR","43.03737","13.8587"
"CSC170807TCc2","07/08/2017","Caretta caretta","Abruzzo","Teramo","Silvi","ND","30","","CSCIT127","Vivo","ND","Guardia Costiera","Martina De Cristofaro","Centro Studi Cetacei","42.53885","14.13529"
"CSC170807TCc1","07/08/2017","Caretta caretta","Abruzzo","Teramo","Silvi","ND","31","","","Morto","ND","Guardia Costiera","Martina De Cristofaro","Centro Studi Cetacei","42.53817","14.13683"
"CSC170806TCc1","06/08/2017","Caretta caretta","Abruzzo","Teramo","Pineto","ND","57","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.61167","14.0725"
"CSC170806TCc2","06/08/2017","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","F","60","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.68361","14.01403"
"CSC170805TCc1","05/08/2017","Caretta caretta","Marche","Ascoli Piceno","Cupra Marittima","ND","55","","","Morto","ND","Privato cittadino","Calogi Francesco","ASUR","43.03806","13.85806"
"CSC170804TCc1","04/08/2017","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","M","35","","","Morto","ND","Privato cittadino","Della Noce Giuseppe","ASUR","42.96032","13.88419"
"CSC170803TCc1","03/08/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","M","35","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.71408","12.24139"
"CSC170802TCc2","02/08/2017","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","M","68","AL0987PROFHAXHIUVORAALBANIA","","Vivo","ND","Motopeschereccio","Della Noce Giuseppe","ASUR","42.9665","14.02467"
"CSC170802TCc1","02/08/2017","Caretta caretta","Abruzzo","Chieti","Ortona","ND","28.5","","CSCIT126","Vivo","ND","Guardia Costiera","Valentina Giuliani","Centro Studi Cetacei","42.35889","14.42333"
"CSC170801TCc1","01/08/2017","Caretta caretta","Puglia","Foggia","Isole Tremiti","ND","59","","CSCIT125","Vivo","ND","Privato cittadino","Sergio Guccione","Centro Studi Cetacei","42.18533","15.64683"
"CSC170801TCc2","01/08/2017","Caretta caretta","Marche","Pesaro e Urbino","Mondolfo","ND","35","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.77125","13.13751"
"CSC170731TCc1","31/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","43","","","Morto","ND","Privato cittadino","anonimo","Centro di Recupero","44.67389","12.25139"
"CSC170731TCc2","31/07/2017","Caretta caretta","Marche","Ascoli Piceno","Cupra Marittima","ND","80","","","Morto","ND","Privato cittadino","Giuseppe Della Noce","ASUR","43.03806","13.85778"
"CSC170730TCc1","30/07/2017","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","40","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.08333","13.01667"
"CSC170730TCc3","30/07/2017","Caretta caretta","Calabria","Reggio di Calabria","Bovalino","ND","20","","","Vivo","ND","Privato cittadino","Genovese Cinzia","ASL","38.15167","16.18556"
"CSC170730TCc2","30/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","120","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.66556","12.25111"
"CSC170729TCc1","29/07/2017","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","100","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.50056","12.28333"
"CSC170728TCc2","28/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","43","","","Morto","ND","Privato cittadino","anonimo","Centro di Recupero","44.67389","12.25139"
"CSC170728TCc1","28/07/2017","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","61","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.72139","12.24194"
