"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC160129TCc1","29/01/2016","Caretta caretta","Marche","Pesaro e Urbino","Fano","ND","70","","","Morto","ND","Privato cittadino","Mengoni Franco","ASUR","43.89124","12.95043"
"CSC160126TCc1","26/01/2016","Caretta caretta","Abruzzo","Teramo","Silvi","F","66","","CSCIT054","Vivo","ND","Centro Studi Cetacei","Chiara Profico","Centro Studi Cetacei","42.76606","14.54312"
"CSC160121TCc1","21/01/2016","Caretta caretta","Calabria","Vibo Valentia","Pizzo","ND","58","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.72953","16.15276"
"CSC160121TCc2","21/01/2016","Caretta caretta","Calabria","Vibo Valentia","Pizzo","ND","30","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.72942","16.15288"
"CSC160120TCc1","20/01/2016","Caretta caretta","Abruzzo","Teramo","Pineto","F","70","","","Morto","ND","Motopeschereccio","Vincenzo Olivieri","Centro Studi Cetacei","42.70804","14.30418"
"CSC160120TCc3","20/01/2016","Caretta caretta","Abruzzo","Teramo","Pineto","M","69","","CSCIT053","Vivo","ND","Motopeschereccio","Vincenzo Olivieri","Centro Studi Cetacei","42.70804","14.30418"
"CSC160120TCc2","20/01/2016","Caretta caretta","Abruzzo","Teramo","Pineto","F","70","","CSCIT052","Vivo","ND","Motopeschereccio","Vincenzo Olivieri","Centro Studi Cetacei","42.70804","14.30418"
"CSC160119TCc1","19/01/2016","Caretta caretta","Marche","Pesaro e Urbino","Fano","ND","","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.83283","13.04999"
"CSC160118TCc1","18/01/2016","Caretta caretta","Calabria","Vibo Valentia","Vibo Valentia","ND","58","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.71254","16.09968"
"CSC160112TCc2","12/01/2016","Caretta caretta","Sicilia","Messina","Lipari","ND","70","","","Vivo","ND","Guardia Costiera","Caracappa Santo","Istituto Zooprofilattico","38.47701","14.96289"
"CSC160112TCc1","12/01/2016","Caretta caretta","Lazio","Roma","Civitavecchia","ND","90","","","Morto","ND","Guardia Costiera","Dino Baiocco","ASL","42.06666","11.8"
"CSC160111TCc1","11/01/2016","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","","","","Vivo","ND","Motopeschereccio","anonimo","Centro di Recupero","42.99333","14.215"
"CSC160110TCc1","10/01/2016","Caretta caretta","Abruzzo","Chieti","Vasto","F","60.5","","","Morto","ND","Guardia Costiera","Massimo Genovesi","Centro Studi Cetacei","42.1945","14.73329"
"CSC160107TCc1","07/01/2016","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","40","","","Morto","ND","Privato cittadino","Carnaroli Eleonora","ASUR","43.90473","12.93183"
"CSC160102TCc1","02/01/2016","Caretta caretta","Marche","Ancona","Montemarciano","ND","80","","","Morto","ND","Privato cittadino","Donninelli Dino","ASUR","43.65541","13.33809"
"CSC151231TCc3","31/12/2015","Caretta caretta","Marche","Pesaro e Urbino","Mondolfo","ND","","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.75261","13.16953"
"CSC151231TCc2","31/12/2015","Caretta caretta","Marche","Ancona","Senigallia","ND","35","","","Morto","ND","Privato cittadino","Mancini","ASL","43.71635","13.22561"
"CSC151231TCc1","31/12/2015","Caretta caretta","Lazio","Latina","San Felice Circeo","ND","","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","41.25015","13.12007"
"CSC151230TCc1","30/12/2015","Caretta caretta","Marche","Pesaro e Urbino","Fano","ND","60","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.77884","13.1257"
"CSC151230TCc4","30/12/2015","Caretta caretta","Lazio","Roma","Anzio","F","70","","","Vivo","ND","Guardia Costiera","Nicola Suardi Ieni","Guardia Costiera","41.2406","12.3829"
"CSC151230TCc2","30/12/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","60","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.44258","12.29774"
"CSC151230TCc3","30/12/2015","Caretta caretta","Puglia","Lecce","Melendugno","ND","","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","40.31028","18.39278"
"CSC151223TCc1","23/12/2015","Caretta caretta","Abruzzo","Pescara","Pescara","M","56","","","Morto","ND","Guardia Costiera","Ilaria Falorni","Centro Studi Cetacei","42.48658","14.19568"
"CSC151222TCc1","22/12/2015","Caretta caretta","Abruzzo","Chieti","Torino di Sangro","ND","51","","","Morto","ND","Guardia Costiera","Roberto Valente","Centro Studi Cetacei","42.20893","14.59671"
"CSC151219TCc1","19/12/2015","Caretta caretta","Molise","Campobasso","Petacciato","F","55.5","","","Morto","ND","Guardia Costiera","Maria Carla De Francesco","Centro Studi Cetacei","42.03806","14.8496"
"CSC151212TCc2","12/12/2015","Caretta caretta","Puglia","Lecce","Otranto","ND","106","","","Morto","ND","Privato cittadino","Baldassarre Maurizio","ASL","40.1514","18.48978"
"CSC151212TCc3","12/12/2015","Caretta caretta","Puglia","Lecce","Melendugno","ND","","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","40.29972","18.40756"
"CSC151212TCc1","12/12/2015","Caretta caretta","Molise","Campobasso","Campomarino","F","78","","","Morto","ND","Guardia Costiera","Maria Carla De Francesco","Centro Studi Cetacei","41.94373","15.07703"
"CSC151211TCc1","11/12/2015","Caretta caretta","Molise","Campobasso","Termoli","ND","24.5","","CSCIT051","Vivo","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.20333","15.1364"
"CSC151209TCc1","09/12/2015","Caretta caretta","Puglia","Lecce","Melendugno","ND","","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","40.3092","18.39467"
"CSC151208TCc2","08/12/2015","Caretta caretta","Abruzzo","Chieti","Vasto","F","136","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.18265","14.6734"
"CSC151208TCc1","08/12/2015","Caretta caretta","Abruzzo","Chieti","Vasto","ND","63","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.18265","14.6734"
"CSC151208TCc3","08/12/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","71","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.32204","12.34169"
"CSC151205TCc1","05/12/2015","Caretta caretta","Abruzzo","Teramo","Pineto","F","51","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.63591","14.04986"
"CSC151201TCc1","01/12/2015","Caretta caretta","Abruzzo","Pescara","Pescara","F","69","","CSCIT050","Vivo","ND","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.54117","14.34329"
"CSC151130TCc1","30/11/2015","Caretta caretta","Molise","Campobasso","Termoli","ND","68","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.00534","14.99018"
"CSC151130TCc2","30/11/2015","Caretta caretta","Abruzzo","Pescara","Pescara","F","59","","CSCIT049","Vivo","ND","Motopeschereccio","Vincenzo Olivieri","Centro Studi Cetacei","42.51271","14.34569"
"CSC151129TCc1","29/11/2015","Caretta caretta","Abruzzo","Chieti","Ortona","F","54","","","Morto","ND","Guardia Costiera","William Di Nardo","ASL","42.37873","14.37213"
"CSC151129TCc3","29/11/2015","Caretta caretta","Abruzzo","Chieti","Torino di Sangro","ND","70","","","Morto","ND","Guardia Costiera","Antonio Petrella","ASL","42.23036","14.55068"
"CSC151129TCc2","29/11/2015","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","F","40","","","Morto","ND","Guardia Costiera","William Di Nardo","ASL","42.43749","14.26534"
"CSC151129TCc4","29/11/2015","Caretta caretta","Abruzzo","Chieti","Torino di Sangro","ND","60","","","Morto","ND","Guardia Costiera","Antonio Petrella","ASL","42.23484","14.54462"
"CSC151128TCc4","28/11/2015","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","F","51","","","Morto","ND","Guardia Costiera","Angelo Cameli","ASL","42.68893","14.00966"
"CSC151128TCc5","28/11/2015","Caretta caretta","Abruzzo","Teramo","Martinsicuro","F","55","","","Morto","ND","Guardia Costiera","Angelo Cameli","ASL","42.88425","13.92033"
"CSC151128TCc3","28/11/2015","Caretta caretta","Abruzzo","Chieti","San Salvo","ND","45","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.07559","14.76341"
"CSC151128TCc2","28/11/2015","Caretta caretta","Abruzzo","Chieti","San Salvo","F","72","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.07775","14.75813"
"CSC151128TCc1","28/11/2015","Caretta caretta","Abruzzo","Chieti","San Salvo","F","67","","","Morto","ND","Guardia Costiera","Massimo Genovesi","ASL","42.07819","14.75679"
"CSC151126TCc1","26/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.3046","12.34709"
"CSC151125TCc1","25/11/2015","Caretta caretta","Lazio","Latina","Gaeta","ND","58","","","Morto","ND","Guardia Costiera","Nicola Marrone","Parco Naturale","41.21363","13.57382"
"CSC151124TCc1","24/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","38","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.4407","12.29854"
"CSC151123TCc3","23/11/2015","Caretta caretta","Molise","Campobasso","Petacciato","ND","","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","42.03705","14.85259"
"CSC151123TCc1","23/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.39286","12.31737"
"CSC151123TCc2","23/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","50","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.33203","12.33584"
"CSC151122TCc10","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","50","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.23833","12.37486"
"CSC151122TCc3","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","54","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.51122","12.28078"
"CSC151122TCc8","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","50","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.36202","12.32523"
"CSC151122TCc4","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","35","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.55409","12.28435"
"CSC151122TCc9","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","50","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.23801","12.37498"
"CSC151122TCc7","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","45","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.43936","12.29919"
"CSC151122TCc5","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","70","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.41819","12.30952"
"CSC151122TCc2","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","64","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.50619","12.28221"
"CSC151122TCc6","22/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","60","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.49763","12.28695"
"CSC151119TCc1","19/11/2015","Caretta caretta","Sicilia","Messina","Lipari","ND","65","","","Vivo","ND","Privato cittadino","Monica Blasi","Associazione","38.55819","14.56569"
"CSC151118TCc1","18/11/2015","Caretta caretta","Sicilia","Messina","Lipari","ND","56","","","Vivo","ND","Privato cittadino","Monica Blasi","Associazione","38.55818","14.56622"
"CSC151115TCc2","15/11/2015","Caretta caretta","Molise","Campobasso","Montenero di Bisaccia","F","56","","","Morto","ND","Guardia Costiera","Maria Carla De Francesco","Centro Studi Cetacei","42.05938","14.80189"
"CSC151115TCc1","15/11/2015","Caretta caretta","Molise","Campobasso","Montenero di Bisaccia","ND","56","","","Morto","ND","Guardia Costiera","Maria Carla De Francesco","Centro Studi Cetacei","42.05938","14.80189"
"CSC151112TCc1","12/11/2015","Caretta caretta","Abruzzo","Pescara","Pescara","F","","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.48221","14.25545"
"CSC151108TCc2","08/11/2015","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","F","70","","","Morto","ND","Privato cittadino","Claudia Borgatti","Centro Studi Cetacei","42.67943","14.01684"
"CSC151108TCc1","08/11/2015","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","48","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.67636","14.02225"
"CSC151101TCc1","01/11/2015","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","50","","","Morto","ND","Privato cittadino","Carbonari Enrico","ASUR","43.92028","12.91056"
"CSC151101TCc3","01/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","40","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.49758","12.28578"
"CSC151101TCc2","01/11/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","47","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.30611","12.34652"
"CSC151031TCc8","31/10/2015","Caretta caretta","Marche","Ancona","Senigallia","ND","75","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.68764","13.27047"
"CSC151031TCc2","31/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","28","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.23798","12.37509"
"CSC151031TCc1","31/10/2015","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","F","61","","","Morto","ND","Guardia Costiera","Francesco Caraceni","ASL","42.40865","14.31345"
"CSC151031TCc5","31/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","35","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.47409","12.28724"
"CSC151031TCc6","31/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","50","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.38366","12.32026"
"CSC151031TCc4","31/10/2015","Caretta caretta","Emilia Romagna","Provincia","Cervia","ND","35","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.23806","12.37491"
"CSC151031TCc9","31/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","36","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.26926","12.35782"
"CSC151031TCc3","31/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","30","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.31333","12.34437"
"CSC151031TCc7","31/10/2015","Caretta caretta","Puglia","Lecce","Taviano","ND","40","","","Morto","ND","Privato cittadino","Baldassarre Maurizio","ASL","39.96645","18.02032"
"CSC151027TCc2","27/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Cervia","ND","42","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.24941","12.36783"
"CSC151027TCc1","27/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","35","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.42406","12.30527"
"CSC151026TCc3","26/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","30","","","Morto","ND","Privato cittadino","Ridolfini Roberto","ASUR","43.96873","12.75507"
"CSC151026TCc2","26/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","35","","","Morto","ND","Privato cittadino","Ridolfini Roberto","ASUR","43.96824","12.75623"
"CSC151026TCc1","26/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","30","","","Morto","ND","Privato cittadino","Ridolfini Roberto","ASUR","43.96628","12.76512"
"CSC151026TCc4","26/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","25","","","Morto","ND","Privato cittadino","Ridolfini Roberto","ASUR","43.96902","12.75299"
"CSC151025TCc1","25/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","56","","","Vivo","ND","Privato cittadino","Lombardi","Centro di Recupero","44.3901","12.31766"
"CSC151024TCc5","24/10/2015","Caretta caretta","Marche","Ancona","Senigallia","ND","60","","","Morto","ND","Privato cittadino","Donninelli Dino","ASUR","43.73545","13.19548"
"CSC151024TCc6","24/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Fano","ND","","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.85371","13.00679"
"CSC151024TCc2","24/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","65","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.95111","12.82941"
"CSC151024TCc3","24/10/2015","Caretta caretta","Marche","Ancona","Ancona","ND","86","","","Morto","ND","Privato cittadino","Violini Matteo","ASUR","43.61971","13.42446"
"CSC151024TCc4","24/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","25","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.96754","12.75873"
"CSC151024TCc1","24/10/2015","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.48589","12.28711"
"CSC151023TCc2","23/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","30","","","Morto","ND","Privato cittadino","Carbonari Enrico","ASUR","43.96874","12.75396"
"CSC151023TCc1","23/10/2015","Caretta caretta","Abruzzo","Pescara","Montesilvano","F","46","","","Morto","ND","Guardia Costiera","Marco Saccoccia","Centro Studi Cetacei","42.51242","14.16732"
"CSC151023TCc3","23/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","75","","","Morto","ND","Privato cittadino","Carbonari Enrico","ASUR","43.96888","12.75437"
"CSC151022TCc4","22/10/2015","Caretta caretta","Marche","Ancona","Ancona","ND","43","","","Vivo","ND","Guardia Costiera","Giovagnoli Luca","Centro di Recupero","43.61681","13.50439"
"CSC151022TCc2","22/10/2015","Caretta caretta","Sardegna","Olbia-Tempio","Palau","ND","51","","","Vivo","ND","Privato cittadino","anonimo","Centro di Recupero","41.18667","9.38194"
"CSC151022TCc1","22/10/2015","Caretta caretta","Molise","Campobasso","Petacciato","F","72","","","Morto","ND","Privato cittadino","Maria Carla De Francesco","Centro Studi Cetacei","42.02923","14.87386"
"CSC151022TCc3","22/10/2015","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","70","","","Morto","ND","Privato cittadino","Ridolfini Roberto","ASUR","43.96611","12.76584"
"CSC151021TCc1","21/10/2015","Caretta caretta","Abruzzo","Pescara","Pescara","ND","29","","CSCIT048","Vivo","ND","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.51966","14.35579"
