codice,data_rilievo,regione,provincia,comune,specie,cod_specie,sesso,lunghezza_cm,tipo_lunghezza,condizioni,tag,tag_rilascio,interazione,segnalato_da,rilevatore,struttura_rilevatore,lng,lat
CSC151022TCc2,2015-10-22,Sardegna,Olbia-Tempio,Palau,Caretta caretta,1,ND,51.0,CCL,Vivo,,,ND,Privato cittadino,anonimo,Centro di Recupero,9.38194,41.18667
CSC151022TCc3,2015-10-22,Marche,Pesaro e Urbino,Gabicce Mare,Caretta caretta,1,ND,70.0,CCL,Morto,,,ND,Privato cittadino,Ridolfini Roberto,ASUR,12.76584,43.96611
CSC151022TCc1,2015-10-22,Molise,Campobasso,Petacciato,Caretta caretta,1,F,72.0,CCL,Morto,,,ND,Privato cittadino,Maria Carla De Francesco,Centro Studi Cetacei,14.87386,42.02923
CSC151022TCc4,2015-10-22,Marche,Ancona,Ancona,Caretta caretta,1,ND,43.0,TOT,Vivo,,,ND,Guardia Costiera,Giovagnoli Luca,Centro di Recupero,13.50439,43.61681
CSC151021TCc1,2015-10-21,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,29.0,CCL,Vivo,,CSCIT048,ND,Motopeschereccio,Chiara Profico,Centro Studi Cetacei,14.35579,42.51966
CSC151018TCc1,2015-10-18,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.33635,44.33166
CSC151017TCc1,2015-10-17,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,55.0,CCL,Vivo,,CSCIT047,ND,Guardia Costiera,Marco Saccoccia,Centro Studi Cetacei,14.20035,42.48284
CSC151013TCc1,2015-10-13,Marche,Ascoli Piceno,San Benedetto del Tronto,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,Della Noce Giuseppe,ASUR,13.90767,42.91279
CSC151012TCc1,2015-10-12,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,ND,70.0,TOT,Morto,,,ND,Privato cittadino,Mengoni Franco,ASUR,12.91056,43.92083
CSC151011TCc5,2015-10-11,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,33.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Associazione,12.37136,44.24273
CSC151011TCc1,2015-10-11,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,34.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Associazione,12.37182,44.24206
CSC151011TCc2,2015-10-11,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,32.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Associazione,12.37276,44.24063
CSC151011TCc3,2015-10-11,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,42.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Associazione,12.37351,44.23954
CSC151011TCc4,2015-10-11,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Associazione,12.36754,44.24921
CSC151011TCc6,2015-10-11,Marche,Ancona,Senigallia,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Privato cittadino,Guidoni Giorgio,ASUR,13.17622,43.74783
CSC151011TCc7,2015-10-11,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,28.0,TOT,Morto,,,ND,Privato cittadino,Segrati Mara,Centro di Recupero,12.2802,44.51318
CSC151011TCc8,2015-10-11,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,38.0,TOT,Morto,,,ND,Privato cittadino,Segrati Mara,Centro di Recupero,12.28046,44.51271
CSC151011TCc9,2015-10-11,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,47.0,TOT,Morto,,,ND,Privato cittadino,Segrati Mara,Centro di Recupero,12.28046,44.51294
CSC151011TCc10,2015-10-11,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.31497,44.40553
CSC151010TCc3,2015-10-10,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.29518,44.44683
CSC151010TCc2,2015-10-10,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,50.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28618,44.48598
CSC151010TCc1,2015-10-10,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,70.0,TOT,Morto,,,ND,Motopeschereccio,anonimo,Associazione,12.35727,44.26777
CSC151004TCc1,2015-10-04,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,65.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.31577,44.39447
CSC151003TCc1,2015-10-03,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,100.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.304,44.42813
CSC151003TCc2,2015-10-03,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,55.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.32481,44.36241
CSC150930TCc2,2015-09-30,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.29025,44.46077
CSC150930TCc1,2015-09-30,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,75.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.34908,44.29372
CSC150929TCc2,2015-09-29,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,34.0,CCL,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28502,44.4993
CSC150929TCc3,2015-09-29,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,37.0,CCL,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28052,44.5126
CSC150929TCc7,2015-09-29,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,30.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.29123,44.45826
CSC150929TCc1,2015-09-29,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,38.7,CCL,Vivo,,CSCIT046,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,15.11169,42.70504
CSC150929TCc9,2015-09-29,Puglia,Lecce,Otranto,Caretta caretta,1,F,54.0,CCL,Morto,,,ND,Privato cittadino,Mastrolia Antonio,ASL,18.49158,40.15303
CSC150929TCc8,2015-09-29,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,30.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28037,44.51278
CSC150929TCc5,2015-09-29,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,51.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28504,44.49889
CSC150929TCc4,2015-09-29,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,43.0,CCL,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28049,44.51303
CSC150929TCc6,2015-09-29,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28001,44.52582
CSC150928TCc3,2015-09-28,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.29076,44.45991
CSC150928TCc5,2015-09-28,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,52.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.36572,44.25268
CSC150928TCc1,2015-09-28,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,60.0,CCL,Morto,,,ND,Guardia Costiera,Monica Gramenzi,ASL,13.98891,42.7225
CSC150928TCc6,2015-09-28,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.34943,44.292
CSC150928TCc7,2015-09-28,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,50.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28694,44.49763
CSC150928TCc4,2015-09-28,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,42.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.36625,44.25257
CSC150928TCc2,2015-09-28,Sardegna,Cagliari,Castiadas,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,anonimo,Parco Naturale,9.56306,39.19181
CSC150927TCc2,2015-09-27,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,77.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.36347,44.25698
CSC150927TCc1,2015-09-27,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,66.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.3654,44.25272
CSC150926TCc1,2015-09-26,Marche,Ancona,Senigallia,Caretta caretta,1,ND,17.0,TOT,Vivo,,,ND,Privato cittadino,Margherita Paoloni,Centro di Recupero,13.23876,43.70686
CSC150926TCc2,2015-09-26,Marche,Macerata,Porto Recanati,Caretta caretta,1,ND,45.0,TOT,Morto,,,ND,Privato cittadino,Mingo Gioietta,ASUR,13.6669,43.43251
CSC150922TCc1,2015-09-22,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Associazione,12.27975,44.52896
CSC150921TCc2,2015-09-21,Abruzzo,Chieti,San Salvo,Caretta caretta,1,ND,62.0,CCL,Morto,,,ND,Guardia Costiera,Massimo Genovesi,ASL,14.75285,42.07996
CSC150921TCc1,2015-09-21,Abruzzo,Chieti,Ortona,Caretta caretta,1,F,35.0,CCL,Morto,,,ND,Privato cittadino,William Di Nardo,ASL,14.3351,42.39764
CSC150919TCc2,2015-09-19,Marche,Ancona,Numana,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Privato cittadino,Luca Amico,Centro di Recupero,13.62296,43.50693
CSC150919TCc1,2015-09-19,Marche,Ancona,Numana,Caretta caretta,1,ND,30.0,TOT,Morto,,,ND,Privato cittadino,Luca Amico,Centro di Recupero,13.62344,43.50772
CSC150918TCc1,2015-09-18,Friuli,Gorizia,Monfalcone,Caretta caretta,1,ND,45.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,13.53767,45.78017
CSC150911TCc1,2015-09-11,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28661,44.47282
CSC150908TCc1,2015-09-08,Abruzzo,Chieti,Ortona,Caretta caretta,1,ND,32.0,CCL,Morto,,,ND,Guardia Costiera,William Di Nardo,ASL,14.36177,42.38374
CSC150907TCc2,2015-09-07,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,15.05303,41.96383
CSC150907TCc1,2015-09-07,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,78.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.31476,44.40691
CSC150906TCc1,2015-09-06,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,50.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.27111,44.79833
CSC150903TCc1,2015-09-03,Lazio,Latina,Terracina,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Antongiovanni,ASL,13.23398,41.28423
CSC150831TCc1,2015-08-31,Marche,Macerata,Potenza Picena,Caretta caretta,1,ND,45.0,TOT,Morto,,,ND,Guardia Costiera,Di Giovanni Cervigni,ASL,13.69186,43.37537
CSC150830TCc1,2015-08-30,Lazio,Latina,Ventotene,Caretta caretta,1,ND,100.0,CCL,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.43551,40.79761
CSC150829TCc1,2015-08-29,Friuli,Gorizia,Monfalcone,Caretta caretta,1,ND,45.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.53972,45.78083
CSC150829TCc2,2015-08-29,Puglia,Lecce,Alessano,Caretta caretta,1,M,87.0,CCL,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,18.39262,39.85983
CSC150828TCc2,2015-08-28,Sicilia,Provincia,Comune,Caretta caretta,1,ND,,,Vivo,,,ND,Guardia Costiera,Non disponibile,Istituto Zooprofilattico,15.15041,36.90791
CSC150828TCc1,2015-08-28,Abruzzo,Teramo,Giulianova,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Guardia Costiera,Monica Gramenzi,ASL,13.96472,42.76389
CSC150827TCc2,2015-08-27,Molise,Campobasso,Termoli,Caretta caretta,1,ND,,,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.90556,42.01972
CSC150827TCc1,2015-08-27,Abruzzo,Teramo,Giulianova,Caretta caretta,1,ND,22.0,CCL,Morto,,,ND,Guardia Costiera,Angelo Cameli,ASL,13.975,42.75306
CSC150824TCc1,2015-08-24,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.28649,44.48215
CSC150823TCc2,2015-08-23,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,28.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.34948,44.29211
CSC150823TCc1,2015-08-23,Molise,Campobasso,Petacciato,Caretta caretta,1,ND,,,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.87979,42.02774
CSC150822TCc1,2015-08-22,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Guardia Costiera,Ridolfini Roberto,ASL,12.89972,43.92222
CSC150822TCc2,2015-08-22,Marche,Pesaro e Urbino,Mondolfo,Caretta caretta,1,ND,22.0,CCL,Morto,,,ND,Guardia Costiera,Non disponibile,ASUR,13.13498,43.77231
CSC150821TCc1,2015-08-21,Molise,Campobasso,Petacciato,Caretta caretta,1,ND,,,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,14.88194,42.02667
CSC150820TCc2,2015-08-20,Molise,Campobasso,Termoli,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.9842,42.00643
CSC150820TCc1,2015-08-20,Abruzzo,Teramo,Silvi,Caretta caretta,1,M,50.0,TOT,Morto,,,ND,Guardia Costiera,Mario Di domenicantonio,ASL,14.11001,42.56223
CSC150818TCc1,2015-08-18,Molise,Campobasso,Termoli,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.98389,42.00611
CSC150817TCc1,2015-08-17,Calabria,Catanzaro,Davoli,Caretta caretta,1,F,77.0,CCL,Vivo,,,ND,Guardia Costiera,Stefania Giglio,Centro Studi Cetacei,16.55623,38.66136
CSC150816TCc1,2015-08-16,Sicilia,Trapani,Trapani,Caretta caretta,1,ND,25.0,CCL,Vivo,,,ND,Privato cittadino,Girolamo Culmone,WWF,12.51734,38.01211
CSC150815TCc1,2015-08-15,Abruzzo,Chieti,San Salvo,Caretta caretta,1,ND,46.0,CCL,Morto,,,ND,Guardia Costiera,Giuseppe Ottaviani,Guardia Costiera,14.77861,42.07056
CSC150815TCc2,2015-08-15,Molise,Campobasso,Termoli,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.95306,42.01056
CSC150814TCc1,2015-08-14,Toscana,Livorno,Portoferraio,Caretta caretta,1,ND,,,Vivo,,,ND,Privato cittadino,Mancusi,Centro di Recupero,10.28884,42.82414
CSC150814TCm1,2015-08-14,Calabria,Reggio di Calabria,Montebello Ionico,Chelonia mydas,2,ND,34.0,CCL,Vivo,,,ND,Corpo Forestale dello Stato,Stefania Giglio,Centro Studi Cetacei,15.71069,37.93516
CSC150813TCc1,2015-08-13,Lazio,Roma,Ladispoli,Caretta caretta,1,ND,70.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,ASL,12.06667,41.95
CSC150812TDc1,2015-08-12,Liguria,Savona,Alassio,Dermochelys coriacea,3,M,204.0,CCL,Morto,,,ND,Guardia Costiera,Walter Mignone,Istituto Zooprofilattico,8.17306,44.00497
CSC150812TCc2,2015-08-12,Molise,Campobasso,Termoli,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,14.99613,42.00545
CSC150812TCc1,2015-08-12,Abruzzo,Teramo,Silvi,Caretta caretta,1,ND,45.0,CCL,Vivo,,CSCIT045,ND,Motopeschereccio,Chiara Profico,Centro Studi Cetacei,15.27374,42.95441
CSC150811TCc1,2015-08-11,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,ND,38.0,TOT,Vivo,,,ND,Privato cittadino,Sauro Pari,Centro di Recupero,12.88013,43.9312
CSC150806TCc1,2015-08-06,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,50.0,TOT,Morto,,,ND,Guardia Costiera,Monica Gramenzi,ASL,14.06639,42.61306
CSC150805TCc1,2015-08-05,Marche,Pesaro e Urbino,Fano,Caretta caretta,1,ND,,,Morto,,,ND,Guardia Costiera,Non disponibile,Non disponibile,13.08642,43.80713
CSC150804TCc3,2015-08-04,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,ND,30.0,CCL,Morto,,,ND,Privato cittadino,Carbonari Enrico,ASUR,12.92514,43.91005
CSC150804TCc1,2015-08-04,Marche,Ancona,Senigallia,Caretta caretta,1,ND,45.0,TOT,Morto,,,ND,Guardia di Finanza,Non disponibile,Non disponibile,13.20023,43.73219
CSC150804TCc2,2015-08-04,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,ND,35.0,CCL,Morto,,,ND,Privato cittadino,Carbonari Enrico,ASUR,12.92503,43.91
CSC150803TCc3,2015-08-03,Abruzzo,Pescara,Montesilvano,Caretta caretta,1,ND,33.0,CCL,Morto,,,ND,Guardia Costiera,Marco Saccoccia,Centro Studi Cetacei,14.17691,42.50294
CSC150803TCc4,2015-08-03,Abruzzo,Teramo,Silvi,Caretta caretta,1,ND,32.0,CCL,Vivo,,CSCIT043,ND,Motopeschereccio,Chiara Profico,Centro Studi Cetacei,14.26849,42.62209
CSC150803TCc5,2015-08-03,Abruzzo,Teramo,Silvi,Caretta caretta,1,ND,30.0,CCL,Vivo,,CSCIT044,ND,Motopeschereccio,Chiara Profico,Centro Studi Cetacei,14.26849,42.62209
CSC150803TCc2,2015-08-03,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,28.0,CCL,Morto,,,ND,Guardia Costiera,Angelo Cameli,ASL,14.01791,42.67815
CSC150803TCc8,2015-08-03,Marche,Ancona,Montemarciano,Caretta caretta,1,ND,70.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,13.34057,43.65428
CSC150803TCc7,2015-08-03,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,38.0,CCL,Morto,,,ND,Guardia Costiera,Angelo Cameli,ASL,14.00946,42.68889
CSC150803TCc6,2015-08-03,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Guardia Costiera,Monica Gramenzi,ASL,14.05715,42.62484
CSC150803TCc1,2015-08-03,Abruzzo,Teramo,Tortoreto,Caretta caretta,1,ND,41.5,CCL,Morto,,,ND,Guardia Costiera,Alfredo Di Domenicantonio,Centro Studi Cetacei,13.94813,42.79563
CSC150802TCc2,2015-08-02,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Privato cittadino,Mengoni Franco,ASUR,12.89204,43.92352
CSC150802TCc1,2015-08-02,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,53.0,CCL,Morto,,,ND,Guardia Costiera,Angelo Cameli,ASL,13.9903,42.71919
CSC150801TCc1,2015-08-01,Lazio,Latina,Sabaudia,Caretta caretta,1,ND,90.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Istituto Zooprofilattico,12.97078,41.34649
CSC150801TCc2,2015-08-01,Marche,Pesaro e Urbino,Fano,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,13.08614,43.80707
CSC150801TCc3,2015-08-01,Sicilia,Siracusa,Augusta,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Caracappa Santo,Istituto Zooprofilattico,15.22782,37.2418
CSC150731TCc4,2015-07-31,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,12.27978,44.51965
CSC150731TCc1,2015-07-31,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Guardia Costiera,anonimo,Guardia Costiera,12.28263,44.50504
CSC150731TCc2,2015-07-31,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Guardia Costiera,anonimo,Guardia Costiera,12.28062,44.51274
CSC150731TCc3,2015-07-31,Marche,Fermo,Porto San Giorgio,Caretta caretta,1,ND,45.0,TOT,Morto,,,ND,Guardia Costiera,Paci Mario,ASUR,13.79513,43.18944
CSC150729TCc2,2015-07-29,Abruzzo,Teramo,Martinsicuro,Caretta caretta,1,ND,73.0,TOT,Morto,,,ND,Guardia Costiera,Alfredo Di Domenicantonio,Centro Studi Cetacei,13.92951,42.84893
CSC150729TCc1,2015-07-29,Abruzzo,Teramo,Martinsicuro,Caretta caretta,1,F,43.0,CCL,Morto,,,ND,Guardia Costiera,Alfredo Di Domenicantonio,Centro Studi Cetacei,13.92909,42.85134
CSC150728TCc1,2015-07-28,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,,,Morto,,,ND,Motopeschereccio,Massimo Genovesi,ASL,14.7382,42.08866
CSC150727TCc1,2015-07-27,Abruzzo,Chieti,Vasto,Caretta caretta,1,M,68.0,CCL,Morto,,,ND,Guardia Costiera,Massimo Genovesi,Centro Studi Cetacei,14.72268,42.10068
CSC150726TCc1,2015-07-26,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,30.0,CCL,Morto,,,ND,Guardia Costiera,Antonio Fusco,Guardia Costiera,14.06639,42.61279
CSC150724TCc1,2015-07-24,Marche,Ancona,Senigallia,Caretta caretta,1,ND,19.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,13.20104,43.73161
CSC150723TCc3,2015-07-23,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,,,Morto,,,ND,Guardia Costiera,Massimo Genovesi,ASL,14.72095,42.10232
CSC150723TCc2,2015-07-23,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,,,Morto,,,ND,Guardia Costiera,Massimo Genovesi,ASL,14.73116,42.09343
CSC150723TCc1,2015-07-23,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,39.5,CCL,Vivo,,CSCIT041,ND,Motopeschereccio,Elia Ciani,Centro Studi Cetacei,14.30882,42.52166
CSC150723TCc4,2015-07-23,Marche,Ascoli Piceno,Massignano,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Privato cittadino,Paci Mario,ASUR,13.84947,43.06733
CSC150722TCc2,2015-07-22,Abruzzo,Chieti,San Salvo,Caretta caretta,1,ND,67.0,CCL,Morto,,,ND,Guardia Costiera,Antonio Petrella,ASL,14.76597,42.07477
CSC150722TCc1,2015-07-22,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,60.0,CCL,Morto,,,ND,Guardia Costiera,Antonio Petrella,ASL,14.72286,42.12577
CSC150721TCc5,2015-07-21,Marche,Ascoli Piceno,Massignano,Caretta caretta,1,ND,30.0,TOT,Morto,,,ND,Privato cittadino,Marinelli Francesco,ASUR,13.84958,43.0686
CSC150721TCc1,2015-07-21,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,30.0,TOT,Morto,,,ND,Guardia Costiera,Monica Gramenzi,ASL,14.04417,42.64473
CSC150721TCc4,2015-07-21,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,49.0,CCL,Morto,,,ND,Guardia Costiera,Massimo Genovesi,Centro Studi Cetacei,14.73966,42.08758
CSC150721TCc2,2015-07-21,Abruzzo,Teramo,Tortoreto,Caretta caretta,1,M,67.5,CCL,Morto,,,ND,Guardia Costiera,Vincenzo Perretti,Centro Studi Cetacei,13.94922,42.79418
CSC150721TCc3,2015-07-21,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,,,Morto,,,ND,Guardia Costiera,Antonio Petrella,ASL,14.71717,42.14942
CSC150719TCc1,2015-07-19,Marche,Pesaro e Urbino,Fano,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Non disponibile,Istituto Zooprofilattico,13.04329,43.83598
CSC150719TCc3,2015-07-19,Sardegna,Cagliari,Teulada,Caretta caretta,1,ND,,,Vivo,,,ND,Privato cittadino,Non disponibile,Centro di Recupero,8.60361,38.8875
CSC150719TCc2,2015-07-19,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,50.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Associazione,12.37586,44.23668
CSC150719TCc4,2015-07-19,Marche,Ascoli Piceno,San Benedetto del Tronto,Caretta caretta,1,F,62.0,CCL,Vivo,,,ND,Privato cittadino,Valeria Angelini,Centro di Recupero,13.89526,42.96009
CSC150718TCc1,2015-07-18,Abruzzo,Chieti,Fossacesia,Caretta caretta,1,M,80.0,CCL,Morto,,,ND,Guardia Costiera,Camillo Cipollone,ASL,14.51091,42.24955
CSC150717TCc2,2015-07-17,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,28.5,TOT,Morto,,,ND,Privato cittadino,Segati Sara,Centro di Recupero,12.28058,44.51303
CSC150717TCc1,2015-07-17,Calabria,Crotone,Strongoli,Caretta caretta,1,F,73.0,CCL,Morto,AL0719,,ND,ASP,Elena Madeo,Centro Studi Cetacei,17.10583,39.25611
CSC150716TCc2,2015-07-16,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,65.0,CCL,Morto,,,ND,Guardia Costiera,Massimo Genovesi,Centro Studi Cetacei,14.7203,42.11925
CSC150716TCc1,2015-07-16,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,65.0,CCL,Morto,,,ND,Guardia Costiera,Massimo Genovesi,Centro Studi Cetacei,14.7203,42.11529
CSC150716TCc3,2015-07-16,Abruzzo,Chieti,Vasto,Caretta caretta,1,F,31.0,CCL,Morto,,,ND,Guardia Costiera,Roberto Valente,Centro Studi Cetacei,14.74116,42.08639
CSC150715TCc2,2015-07-15,Abruzzo,Teramo,Martinsicuro,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Guardia Costiera,Monica Gramenzi,ASL,13.92775,42.85708
CSC150715TCc3,2015-07-15,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,70.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,12.29736,44.44296
CSC150715TCc1,2015-07-15,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,64.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Perretti,ASL,14.06611,42.61306
